Unnamed: 0,Composition,MaterialId,Reduced Formula,Elements,NSites,Volume,Density,Point Group,Space Group,Space Group Number,Crystal System,Corrected Energy,Formation Energy Per Atom,Decomposition Energy Per Atom,Dimensionality Cheon,Bandgap,Is Train,Decomposition Energy Per Atom All,Decomposition Energy Per Atom Relative,Decomposition Energy Per Atom MP,Decomposition Energy Per Atom MP OQMD
281075,Ag2O24S6W2,bb093f38ed,AgW(SO4)3,"['O', 'S', 'Ag', 'W']",34,563.2358,3.4193,1,P1,1,triclinic,-232.4819,-1.6862,-0.0042,3D,,False,0.0,,-0.0042,-0.0036
286804,Na2O24S6Sb2,bec26eb3bc,NaSb(SO4)3,"['O', 'Na', 'S', 'Sb']",34,496.5341,2.8957,m,Cc,9,monoclinic,-216.248,-1.8169,-0.0471,intercalated ion,,True,-0.0,,-0.0471,-0.0409
287548,K4O1Pm4S7,bf3d7a0db4,K4Pm4S7O,"['O', 'S', 'K', 'Pm']",16,435.214,3.7271,1,P1,1,triclinic,-92.5007,-2.1971,-0.129,intercalated ion,,True,0.0,,-0.129,-0.1047
289572,Ga3O24S6V1,c091ba69af,VGa3(SO4)6,"['O', 'S', 'V', 'Ga']",34,438.4023,3.1684,3,R3,146,trigonal,-229.1572,-1.9829,-0.0007,3D,,True,0.0,,-0.0007,-0.0005
294570,Bi3La1O12S2,c3f507a063,LaBi3(SO6)2,"['O', 'S', 'La', 'Bi']",18,245.0948,6.9239,1,P1,1,triclinic,-123.6151,-2.1867,-0.0331,3D,,False,0.0,,-0.0331,-0.0071
304347,Al4F12K2O16Rb6S4,ca6f5ba039,KRb3Al2S2(O4F3)2,"['O', 'F', 'Al', 'S', 'K', 'Rb']",44,656.1625,3.3181,2,P2_1,4,monoclinic,-268.0534,-2.8708,-0.0129,intercalated ion,,True,0.0,,-0.0129,-0.011
306073,F12K4O16Rb4S4Sb4,cb946efc57,KRbSbSO4F3,"['O', 'F', 'S', 'K', 'Rb', 'Sb']",44,764.1365,3.4716,2,P2_1,4,monoclinic,-251.4781,-2.4534,-0.0046,intercalated ion,,True,0.0,,-0.0046,-0.0005
307291,Al6Cd4O16S1,cc69e68e71,Al6Cd4SO16,"['O', 'Al', 'S', 'Cd']",27,397.3509,3.7594,-4,I-4,82,tetragonal,-181.0515,-2.6512,-0.0272,3D,2.8642,False,0.0,,-0.0272,-0.0221
313718,Bi3O12S2Tb1,d0a44c13bd,TbBi3(SO6)2,"['O', 'S', 'Tb', 'Bi']",18,236.8535,7.3052,1,P1,1,triclinic,-123.2211,-2.1816,-0.0088,2D,3.0596,True,0.0,,-0.0088,-0.003
320527,Li2O16Rh2S4,d522f28d88,LiRh(SO4)2,"['Li', 'O', 'S', 'Rh']",24,277.7028,3.6113,2,P2_1,4,monoclinic,-156.6367,-1.7657,-0.0453,intercalated ion,1.2092,True,0.0,,-0.0453,-0.0432
322254,O24Pd3S6,d64b4926e8,Pd(SO4)2,"['O', 'S', 'Pd']",33,439.1679,3.3865,3,R3,146,trigonal,-205.6084,-1.4091,-0.0627,3D,,True,0.0,,-0.0627,-0.0437
324972,Mo4O24P5S1,d82c840725,Mo4P5SO24,"['O', 'P', 'S', 'Mo']",34,502.37,3.1556,1,P1,1,triclinic,-273.4719,-2.3569,-0.0282,3D,1.1288,False,0.0,,-0.0282,-0.0247
329386,Ca2Ge2O56S16Sr2,db0ae3d4a8,SrCaGe(S2O7)4,"['O', 'S', 'Ca', 'Ge', 'Sr']",78,1138.9858,2.6384,m,Pc,7,monoclinic,-516.7911,-2.0114,-0.006,intercalated ion,3.4871,True,0.0,,-0.006,-0.006
332959,Cs1Lu1O8S2,dd7b77f578,CsLu(SO4)2,"['O', 'S', 'Cs', 'Lu']",12,224.3456,3.7008,32,P321,150,trigonal,-84.3742,-2.5918,-0.0315,intercalated ion,5.6098,False,0.0,,-0.0315,-0.0314
336121,Au2La1O16P1S3,df8f92e46c,LaPAu2S3O16,"['O', 'P', 'S', 'La', 'Au']",23,361.9375,4.2025,1,P1,1,triclinic,-153.2127,-1.9452,-0.0709,3D,,True,0.0,,-0.0709,-0.0226
336694,O3Re1S24,dff556cb26,Re(S8O)3,"['O', 'S', 'Re']",28,961.2715,1.7339,3m,R3m,160,trigonal,-144.2928,-0.6332,-0.2915,0D,,True,-0.0,,-0.2915,-0.2905
339553,Al4Cd4Ga2O16S1,e1d8458df9,Al4Cd4Ga2SO16,"['O', 'Al', 'S', 'Ga', 'Cd']",27,406.027,4.0287,1,P1,1,triclinic,-173.767,-2.4346,-0.0217,3D,,True,0.0,,-0.0217,-0.0182
340177,Cu3O24Rh1S6,e241982c60,Cu3Rh(SO4)6,"['O', 'S', 'Cu', 'Rh']",34,444.2571,3.2516,3,R3,146,trigonal,-214.0332,-1.4942,-0.0171,3D,,True,0.0,,-0.0171,-0.0136
344525,Li2Nb1O24S6Ta1,e52539ada3,Li2TaNb(SO4)6,"['Li', 'O', 'S', 'Nb', 'Ta']",34,546.8064,2.6241,1,P1,1,triclinic,-242.2035,-2.1428,-0.0433,intercalated ion,inf,True,0.0,,-0.0433,-0.0419
345936,Na2O24Pt2S6,e61b19fdc4,NaPt(SO4)3,"['O', 'Na', 'S', 'Pt']",34,506.6467,3.3186,1,P1,1,triclinic,-212.5381,-1.5933,-0.0182,intercalated ion,,True,0.0,,-0.0182,-0.0128
352450,F8Na12O32Rh2S8V2,ea650a4a07,Na6VRhS4(O4F)4,"['O', 'F', 'Na', 'S', 'V', 'Rh']",64,863.8575,2.8912,222,P2_12_12,18,orthorhombic,-398.8333,-2.2398,-0.0109,intercalated ion,,True,0.0,,-0.0109,-0.008
354165,O3P1S24,eb7d9dfb00,P(S8O)3,"['O', 'P', 'S']",28,933.8026,1.5089,3m,R3m,160,trigonal,-138.5947,-0.6808,-0.3351,0D,,True,-0.0,,-0.3351,-0.3349
355310,In3Mo1O24S6,ec3ed9b864,In3Mo(SO4)6,"['O', 'S', 'Mo', 'In']",34,499.256,3.3818,3,R3,146,trigonal,-228.0649,-1.9234,-0.0425,3D,3.1294,True,-0.0,,-0.0425,-0.0409
357684,Ge3O24S6,edd649ca87,Ge(SO4)2,"['O', 'S', 'Ge']",33,412.0129,3.2013,3,R3,146,trigonal,-214.3241,-1.7238,-0.0094,3D,2.5466,True,0.0,,-0.0094,-0.0094
364327,Ag2F6O18Pt1S6,f238f0ac9b,Ag2PtS6(O3F)6,"['O', 'F', 'S', 'Ag', 'Pt']",33,538.3103,3.1007,32,P321,150,trigonal,-192.0656,-1.666,-0.0119,3D,1.7491,True,0.0,,-0.0119,-0.0109
364980,In3O24S6V1,f2a8b369bf,VIn3(SO4)6,"['O', 'S', 'V', 'In']",34,489.0796,3.2994,3,R3,146,trigonal,-227.8662,-1.9693,-0.0016,3D,2.3796,False,0.0,,-0.0016,-0.0014
370101,Cd4Li8O64S16Sn4,f624aab69c,Li2CdSn(SO4)4,"['Li', 'O', 'S', 'Cd', 'Sn']",96,1284.2888,3.2544,m,Pc,7,monoclinic,-607.2397,-1.9728,-0.0062,intercalated ion,,True,-0.0,,-0.0062,-0.0034
370196,O28S8Tc1Ti1,f63580c446,TiTc(S2O7)4,"['O', 'S', 'Ti', 'Tc']",38,596.4742,2.3674,1,P1,1,triclinic,-258.2267,-1.7983,-0.0113,2D,1.0538,False,0.0,,-0.0113,-0.0101
374822,Al4F12K2O16Rb6S4,f947d9dbc9,KRb3Al2S2(O4F3)2,"['O', 'F', 'Al', 'S', 'K', 'Rb']",44,656.1625,3.3181,2,P2_1,4,monoclinic,-268.0534,-2.8708,-0.0129,intercalated ion,,True,0.0,,-0.0129,-0.011
376090,Ce1Cs1O8S2,fa21f45a96,CsCe(SO4)2,"['O', 'S', 'Cs', 'Ce']",12,249.4052,3.0969,32,P321,150,trigonal,-84.9733,-2.524,-0.0485,intercalated ion,0.3025,True,-0.0,,-0.0485,-0.019
376157,F10La6O2S2,fa2ce9d0b4,La3SOF5,"['O', 'F', 'S', 'La']",20,339.2166,5.4804,m,Pm,6,monoclinic,-149.0367,-4.1069,-0.0063,3D,3.1256,True,0.0,,-0.0063,-0.0062
377665,Gd2O15S4,fb23ca92ef,Gd2S4O15,"['O', 'S', 'Gd']",21,309.078,3.6681,1,P1,1,triclinic,-169.6457,-2.4156,-0.2856,3D,2.6531,False,0.0,,-0.2856,-0.168
378221,Al4F12K7O16Rb1S4,fb80ad5a96,K7RbAl4S4(O4F3)4,"['O', 'F', 'Al', 'S', 'K', 'Rb']",44,656.1625,2.7314,1,P1,1,triclinic,-269.1968,-2.8821,-0.0024,intercalated ion,,False,0.0,,-0.0024,-0.0019
382698,Ce1La3O24S6,fe886be341,La3Ce(SO4)6,"['O', 'S', 'La', 'Ce']",34,503.6794,3.736,1,P1,1,triclinic,-254.2709,-2.6459,-0.151,3D,,True,0.0,,-0.151,-0.011
382891,Gd8O24S3Se1,feac4985e2,Gd8Se(SO8)3,"['O', 'S', 'Se', 'Gd']",36,458.3514,6.5832,m,Pm,6,monoclinic,-356.8557,-3.0442,-0.2256,3D,3.0707,False,0.0,,-0.2256,-0.0264
